Species,Block,Latitude,Longitude,AddressAccuracy,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Month,Day,Tavg_Lag7,DewPoint_Lag7,WetBulb_Lag7,PrecipTotal_Lag7,SeaLevel_Lag7,Tavg_Lag14,DewPoint_Lag14,WetBulb_Lag14,PrecipTotal_Lag14,SeaLevel_Lag14,Tavg_Lag21,DewPoint_Lag21,WetBulb_Lag21,PrecipTotal_Lag21,SeaLevel_Lag21,Tavg_Lag28,DewPoint_Lag28,WetBulb_Lag28,PrecipTotal_Lag28,SeaLevel_Lag28,Tavg_Lag35,DewPoint_Lag35,WetBulb_Lag35,PrecipTotal_Lag35,SeaLevel_Lag35
CULEX PIPIENS,13,41.904194,-87.756155,9,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,39,41.951866,-87.725057,8,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,39,41.951866,-87.725057,8,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,51,41.763733,-87.742302,8,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX RESTUANS,51,41.763733,-87.742302,8,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,51,41.763733,-87.742302,8,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,58,41.98728,-87.666066,8,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX RESTUANS,58,41.98728,-87.666066,8,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,58,41.98728,-87.666066,8,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,17,41.912563,-87.668055,9,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX RESTUANS,17,41.912563,-87.668055,9,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,17,41.912563,-87.668055,9,1,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,71,42.009876,-87.807277,9,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,71,42.009876,-87.807277,9,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,42,41.776428,-87.627096,8,1,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,42,41.776428,-87.627096,8,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,62,41.994679,-87.770899,8,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,21,41.925652,-87.63359,8,0,82,62,72,59,64,  T,29.28,29.98,7.0,35,9.4,9,12,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,41,41.95469,-87.800991,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,41,41.95469,-87.800991,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,25,41.891118,-87.654491,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX RESTUANS,11,41.867108,-87.654224,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,11,41.896282,-87.655232,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,22,41.921965,-87.632085,8,1,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,22,41.921965,-87.632085,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX RESTUANS,22,41.921965,-87.632085,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,22,41.921965,-87.632085,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,22,41.921965,-87.632085,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,17,41.720848,-87.666014,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,17,41.720848,-87.666014,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,89,41.732984,-87.649642,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,36,41.944869,-87.832763,8,1,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,36,41.944869,-87.832763,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,58,41.986921,-87.689778,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,50,41.801498,-87.763416,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,14,41.906638,-87.701431,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX RESTUANS,14,41.906638,-87.701431,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,14,41.906638,-87.701431,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,10,41.723195,-87.64997,5,1,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,11,41.868077,-87.666901,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,11,41.868077,-87.666901,9,1,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,42,41.662014,-87.724608,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,43,41.878114,-87.629798,3,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,28,41.932094,-87.700117,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,70,41.916265,-87.800515,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX RESTUANS,70,41.916265,-87.800515,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,70,41.916265,-87.800515,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,25,41.846075,-87.716277,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,35,41.682587,-87.707973,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,35,41.682587,-87.707973,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,45,41.963976,-87.69181,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS/RESTUANS,46,41.964242,-87.757639,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,46,41.964242,-87.757639,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,72.0,59.0,64.0,  T,29.98
CULEX PIPIENS,70,42.008314,-87.777921,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,61,41.991429,-87.747113,8,1,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,30,41.857402,-87.694991,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,11,41.868142,-87.696269,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,61,41.923738,-87.785288,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS,61,41.923738,-87.785288,9,1,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,12,42.010412,-87.66214,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,10,41.89923,-87.716788,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX RESTUANS,10,41.89923,-87.716788,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS,10,41.89923,-87.716788,9,1,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,60,41.960616,-87.777189,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS,60,41.960616,-87.777189,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX RESTUANS,33,41.704336,-87.703736,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS,17,41.911824,-87.726737,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS,22,41.801179,-87.679447,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS,35,41.800737,-87.71188,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS,52,41.778297,-87.752411,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX RESTUANS,67,41.77166,-87.703047,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,22,41.768388,-87.678649,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,10,41.773215,-87.60088,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS,10,41.773215,-87.60088,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,39,41.822536,-87.666343,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,64,41.778748,-87.586427,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,71,41.766202,-87.562889,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,77,41.754676,-87.612922,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS,77,41.754676,-87.612922,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,50,41.803423,-87.642984,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,79,41.754292,-87.590773,9,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
CULEX PIPIENS/RESTUANS,52,41.798697,-87.736812,8,0,84,69,77,68,70,0.84,29.14,29.87,8.3,16,10.6,9,19,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87,77.0,68.0,70.0,0.84,29.87
