Date,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2010-07-22,1,90,69,80, 6,71,74,0,15,1921,1921, ,0,M,0.0,0.01,29.16,29.89,10.8,20,11.9
2010-07-23,1,94,70,82, 8,71,74,0,17,1920,1920,TS TSRA RA BR,0,M,0.0,2.79,29.15,29.85,11.2,24,11.8
2010-07-24,1,87,69,78, 4,71,73,0,13,1919,1919,TSRA RA BR,0,M,0.0,3.64,29.16,29.86,2.6,28,8.9
2010-07-25,1,81,66,74, 0,59,65,0,9,1918,1918, ,0,M,0.0,0.00,29.36,30.06,8.7,2,9.2
2010-07-26,1,84,61,73,-1,62,67,0,8,1918,1918, ,0,M,0.0,0.00,29.38,30.09,4.5,12,5.2
2010-07-27,1,88,68,78, 4,67,71,0,13,1917,1917, ,0,M,0.0,0.00,29.28,30.01,5.6,21,6.4
2010-07-28,1,88,73,81, 7,71,74,0,16,1916,1916,BR,0,M,0.0,0.00,29.24,29.94,6.8,28,9.3
2010-07-29,1,82,67,75, 1,58,65,0,10,1915,1915, ,0,M,0.0,0.00,29.36,30.07,6.0,5,7.0
2010-07-30,1,80,69,75, 1,60,65,0,10,1914,1914,RA,0,M,0.0,  T,29.25,29.98,5.5,17,6.1
2010-07-31,1,80,65,73,-1,64,67,0,8,1913,1913,TS TSRA RA BR,0,M,0.0,0.68,29.14,29.86,3.6,13,5.8
2010-08-01,1,86,65,76, 3,65,68,0,11,1911,1911,BR HZ,0,M,0.0,0.00,29.23,29.94,2.4,13,4.1
2010-08-02,1,84,67,76, 3,67,70,0,11,1910,1910,RA BR,0,M,0.0,  T,29.26,29.96,6.3,21,6.8
2010-08-03,1,86,66,76, 3,71,73,0,11,1909,1909,TSRA RA BR,0,M,0.0,0.28,29.2,29.91,2.6,21,3.3
2010-08-04,1,83,71,77, 4,72,73,0,12,1908,1908,TSRA RA BR,0,M,0.0,0.48,29.15,29.85,4.1,27,4.9
2010-08-05,1,83,68,76, 3,62,67,0,11,1907,1907, ,0,M,0.0,0.00,29.13,29.84,10.6,29,10.9
2010-08-06,1,82,64,73, 0,59,64,0,8,1906,1906, ,0,M,0.0,0.00,29.22,29.93,6.3,29,6.5
2010-08-07,1,83,62,73, 0,64,68,0,8,1904,1904, ,0,M,0.0,0.00,29.2,29.92,7.6,23,8.0
2010-08-08,1,87,69,78, 5,67,70,0,13,1903,1903,RA BR,0,M,0.0,0.08,29.13,29.86,9.3,22,9.9
2010-08-09,1,88,72,80, 7,71,74,0,15,1902,1902,TS,0,M,0.0,0.15,29.2,29.9,4.1,24,7.1
2010-08-10,1,89,75,82, 9,71,74,0,17,1900,1900, ,0,M,0.0,0.00,29.23,29.93,4.4,7,4.9
2010-08-11,1,90,75,83,10,70,74,0,18,1859,1859,BR,0,M,0.0,0.00,29.13,29.84,4.2,28,6.0
2010-08-12,1,92,74,83,10,70,74,0,18,1858,1858, ,0,M,0.0,0.00,29.13,29.83,3.3,10,5.7
2010-08-13,1,92,73,83,10,70,74,0,18,1856,1856,TS BR,0,M,0.0,0.25,29.07,29.78,7.2,18,7.6
2010-08-14,1,88,72,80, 8,69,73,0,15,1855,1855, ,0,M,0.0,  T,29.11,29.82,3.6,25,5.0
2010-08-15,1,83,66,75, 3,62,67,0,10,1854,1854, ,0,M,0.0,0.00,29.21,29.9,8.1,29,8.8
2010-08-16,1,80,63,72, 0,54,62,0,7,1852,1852, ,0,M,0.0,0.00,29.31,30.01,8.6,28,9.3
2010-08-17,1,79,64,72, 0,57,63,0,7,1851,1851,RA,0,M,0.0,0.03,29.36,30.07,4.5,30,6.1
2010-08-18,1,84,63,74, 2,61,66,0,9,1849,1849,RA,0,M,0.0,0.05,29.29,30.02,1.5,20,3.5
2010-08-19,1,88,66,77, 6,65,69,0,12,1848,1848, ,0,M,0.0,0.00,29.18,29.91,4.6,21,5.0
2010-08-20,1,92,71,82,11,68,72,0,17,1846,1846,RA,0,M,0.0,0.03,29.11,29.81,10.5,19,11.2
2010-08-21,1,86,71,79, 8,69,72,0,14,1845,1845,RA BR,0,M,0.0,0.45,29.13,29.83,2.6,33,6.0
2010-08-22,1,81,68,75, 4,64,67,0,10,1843,1843, ,0,M,0.0,0.00,29.35,30.05,7.9,3,8.5
2010-08-23,1,80,65,73, 2,63,67,0,8,1842,1842, ,0,M,0.0,0.00,29.34,30.06,6.0,4,7.3
2010-08-24,1,84,64,74, 3,62,66,0,9,1840,1840, ,0,M,0.0,  T,29.29,30.02,1.2,4,5.8
2010-08-25,1,79,61,70, 0,51,59,0,5,1839,1839, ,0,M,0.0,0.00,29.38,30.08,9.8,32,10.3
2010-08-26,1,79,59,69,-1,52,59,0,4,1837,1837, ,0,M,0.0,0.00,29.44,30.16,0.8,6,5.2
2010-08-27,1,86,59,73, 3,56,63,0,8,1835,1835, ,0,M,0.0,0.00,29.39,30.11,8.6,21,9.0
2010-08-28,1,88,65,77, 7,54,63,0,12,1834,1834, ,0,M,0.0,0.00,29.36,30.08,10.5,19,10.8
2010-08-29,1,94,71,83,13,66,71,0,18,1832,1832, ,0,M,0.0,0.00,29.39,30.1,10.6,19,11.4
2010-08-30,1,88,74,81,11,67,72,0,16,1831,1831, ,0,M,0.0,0.00,29.39,30.13,14.1,19,14.5
2010-08-31,1,93,75,84,15,68,73,0,19,1829,1829, ,0,M,0.0,0.00,29.28,30.01,14.7,20,15.0
2010-09-01,1,81,71,76, 8,68,70,0,11,1827,1827,RA,0,M,0.0,0.17,29.21,29.91,6.2,23,7.3
2010-09-02,1,83,65,74, 6,68,70,0,9,1826,1826,RA BR,0,M,0.0,1.55,29.09,29.81,5.6,21,6.9
2010-09-03,1,70,56,63,-5,52,57,2,0,1824,1824, ,0,M,0.0,  T,29.11,29.82,15.3,28,15.7
2010-09-04,1,68,51,60,-8,44,51,5,0,1822,1822, ,0,M,0.0,  T,29.25,29.96,11.3,29,11.9
2010-09-05,1,76,49,63,-4,50,56,2,0,1821,1821,RA,0,M,0.0,  T,29.21,29.95,7.9,20,9.0
2010-09-06,1,82,66,74, 7,52,61,0,9,1819,1819, ,0,M,0.0,  T,29.12,29.83,14.2,20,14.9
2010-09-07,1,77,58,68, 1,49,58,0,3,1817,1817, ,0,M,0.0,0.00,29.21,29.9,17.4,25,18.8
2010-09-08,1,71,51,61,-5,48,54,4,0,1815,1815, ,0,M,0.0,0.00,29.39,30.09,3.9,32,6.5
2010-09-09,1,67,50,59,-7,49,54,6,0,1814,1814, ,0,M,0.0,0.00,29.36,30.09,5.7,3,6.5
2010-09-10,1,72,55,64,-2,51,58,1,0,1812,1812, ,0,M,0.0,0.00,29.24,29.98,8.3,9,9.4
2010-09-11,1,75,58,67, 2,55,59,0,2,1810,1810,RA BR,0,M,0.0,0.24,29.15,29.87,1.9,24,9.4
2010-09-12,1,83,54,69, 4,51,59,0,4,1809,1809, ,0,M,0.0,0.00,29.29,30.0,7.5,26,7.9
2010-09-13,1,82,57,70, 5,50,59,0,5,1807,1807, ,0,M,0.0,0.00,29.29,30.01,4.9,31,6.1
2010-09-14,1,77,54,66, 2,49,57,0,1,1805,1805, ,0,M,0.0,0.00,29.38,30.1,3.8,5,4.9
2010-09-15,1,75,59,67, 3,54,60,0,2,1803,1803, ,0,M,0.0,  T,29.25,30.01,7.6,12,9.1
2010-09-16,1,69,53,61,-3,56,59,4,0,1760,1760,RA,0,M,0.0,0.16,29.19,29.88,6.6,33,11.4
2010-09-17,1,74,49,62,-2,50,56,3,0,1758,1758, ,0,M,0.0,0.00,29.36,30.07,3.8,19,4.5
2010-09-18,1,65,58,62,-2,55,58,3,0,1756,1756,TSRA BR,0,M,0.0,0.35,29.42,30.13,3.9,3,6.5
2010-09-19,1,67,55,61,-2,49,55,4,0,1755,1755,RA,0,M,0.0,  T,29.46,30.18,7.1,4,7.9
2010-09-20,1,75,62,69, 7,60,63,0,4,1753,1753, ,0,M,0.0,  T,29.29,30.04,4.5,12,6.6
2010-09-21,1,88,68,78,16,64,68,0,13,1751,1751,TSRA RA,0,M,0.0,0.05,29.16,29.87,10.8,22,11.6
2010-09-22,1,74,63,69, 7,61,63,0,4,1749,1749, ,0,M,0.0,0.00,29.31,30.02,2.8,6,6.0
2010-09-23,1,89,65,77,16,62,68,0,12,1748,1748, ,0,M,0.0,0.00,29.15,29.88,16.6,20,17.1
2010-09-24,1,80,56,68, 7,54,59,0,3,1746,1746,RA BR,0,M,0.0,0.26,29.18,29.88,15.6,25,17.3
2010-09-25,1,60,52,56,-5,43,49,9,0,1744,1744, ,0,M,0.0,0.00,29.4,30.11,6.8,36,8.9
2010-09-26,1,60,50,55,-5,45,49,10,0,1742,1742,RA,0,M,0.0,  T,29.4,30.13,9.5,2,10.1
2010-09-27,1,65,48,57,-3,45,50,8,0,1741,1741, ,0,M,0.0,0.00,29.18,29.95,1.4,2,4.9
2010-09-28,1,71,46,59, 0,45,52,6,0,1739,1739, ,0,M,0.0,0.00,29.07,29.8,2.5,2,3.7
2010-09-29,1,75,52,64, 5,48,55,1,0,1737,1737, ,0,M,0.0,0.00,29.09,29.81,5.4,22,5.7
2010-09-30,1,74,52,63, 4,49,55,2,0,1735,1735, ,0,M,0.0,0.00,29.23,29.93,8.3,36,9.3
2010-10-01,1,73,48,61, 3,44,52,4,0,1734,1734,RA BR,0,M,0.0,0.08,29.31,30.04,4.2,29,6.2
2010-10-02,1,57,45,51,-7,41,46,14,0,1732,1732,RA,0,M,0.0,0.26,29.47,30.18,15.2,36,15.4
2010-10-03,1,56,42,49,-8,39,44,16,0,1730,1730,RA,0,M,0.0,0.08,29.64,30.36,10.3,1,11.3
2010-10-04,1,60,38,49,-8,39,45,16,0,1729,1729, ,0,M,0.0,0.00,29.65,30.38,2.4,2,3.6
2010-10-05,1,68,39,54,-3,38,46,11,0,1727,1727, ,0,M,0.0,0.00,29.59,30.33,1.3,32,3.5
2010-10-06,1,78,46,62, 6,44,53,3,0,1725,1725, ,0,M,0.0,0.00,29.33,30.07,7.0,28,7.9
2010-10-07,1,76,49,63, 7,39,50,2,0,1724,1724, ,0,M,0.0,0.00,29.36,30.08,5.8,30,6.2
2010-10-08,1,79,48,64, 8,40,52,1,0,1722,1722, ,0,M,0.0,0.00,29.31,30.03,7.0,24,7.3
2010-10-09,1,86,55,71,16,52,59,0,6,1720,1720, ,0,M,0.0,0.00,29.25,29.98,2.5,24,3.6
2010-10-10,1,84,57,71,16,50,59,0,6,1719,1719, ,0,M,0.0,0.00,29.16,29.89,4.0,25,4.1
2010-10-11,1,82,54,68,14,52,58,0,3,1717,1717, ,0,M,0.0,0.00,29.12,29.83,2.2,3,4.0
2010-10-12,1,76,52,64,10,54,58,1,0,1715,1715, ,0,M,0.0,0.00,29.21,29.92,3.3,6,3.9
2010-10-13,1,66,47,57, 4,46,52,8,0,1714,1714,TSRA RA,0,M,0.0,0.10,29.35,30.06,7.2,35,8.6
2010-10-14,1,66,43,55, 2,32,45,10,0,1712,1712, ,0,M,0.0,0.00,29.21,29.96,7.2,27,9.2
2010-10-15,1,63,44,54, 1,41,47,11,0,1711,1711, ,0,M,0.0,0.00,29.34,30.06,6.4,1,8.1
2010-10-16,1,71,40,56, 4,39,48,9,0,1709,1709,BR,0,M,0.0,0.00,29.31,30.04,8.0,23,9.1
2010-10-17,1,65,47,56, 4,36,46,9,0,1707,1707, ,0,M,0.0,0.00,29.35,30.08,3.7,1,5.4
2010-10-18,1,61,43,52, 1,40,47,13,0,1706,1706, ,0,M,0.0,0.00,29.29,30.02,5.0,4,6.2
2010-10-19,1,60,39,50,-1,35,43,15,0,1704,1704, ,0,M,0.0,0.00,29.23,29.98,6.1,27,7.2
2010-10-20,1,70,44,57, 7,35,46,8,0,1703,1703, ,0,M,0.0,  T,29.03,29.76,10.2,26,12.1
2010-10-21,1,56,38,47,-3,30,40,18,0,1701,1701, ,0,M,0.0,0.00,29.25,29.96,9.4,30,10.0
2010-10-22,1,64,33,49,-1,31,42,16,0,1660,1660, ,0,M,0.0,0.02,29.34,30.07,5.8,21,6.5
2010-10-23,1,65,54,60,11,47,53,5,0,1658,1658,RA BR,0,M,0.0,0.10,29.2,29.94,10.0,21,11.4
2010-10-24,1,72,54,63,14,53,57,2,0,1657,1657,RA BR,0,M,0.0,0.05,28.98,29.74,8.4,21,9.6
2010-10-25,1,72,56,64,16,56,60,1,0,1656,1656,BR,0,M,0.0,0.00,28.74,29.5,11.6,19,12.4
2010-10-26,1,70,54,62,14,47,53,3,0,1654,1654,RA BR,0,M,0.0,0.24,28.55,29.25,24.1,21,26.3
2010-10-27,1,65,43,54, 6,32,44,11,0,1653,1653, ,0,M,0.0,0.00,28.92,29.59,21.8,24,23.2
2010-10-28,1,46,39,43,-4,31,38,22,0,1651,1651, ,0,M,0.0,  T,29.43,30.1,13.7,28,14.1
2010-10-29,1,50,31,41,-6,27,36,24,0,1650,1650, ,0,M,0.0,0.00,29.48,30.24,6.2,24,8.9
2010-10-30,1,63,42,53, 7,32,42,12,0,1649,1649, ,0,M,0.0,0.00,29.14,29.88,6.5,25,13.3
2010-10-31,1,52,36,44,-2,30,38,21,0,1647,1647, ,0,M,0.0,0.00,29.49,30.2,5.8,1,6.9
2011-05-01,1,63,47,55, 2,37,47,10,0,1849,1849, ,0,M,0.0,0.00,29.26,29.95,11.4,26,11.9
2011-05-02,1,59,42,51,-3,31,42,14,0,1850,1850, ,0,M,0.0,0.00,29.46,30.17,5.3,36,9.9
2011-05-03,1,50,37,44,-10,31,38,21,0,1851,1851,RA,0,M,0.0,  T,29.5,30.23,6.7,3,7.6
2011-05-04,1,59,37,48,-6,29,40,17,0,1852,1852, ,0,M,0.0,0.00,29.63,30.37,4.6,3,7.6
2011-05-05,1,63,35,49,-6,40,46,16,0,1853,1853,RA BR,0,M,0.0,0.06,29.33,30.12,10.9,20,11.5
2011-05-06,1,68,44,56, 1,39,48,9,0,1855,1855,RA,0,M,0.0,  T,29.11,29.87,6.8,28,7.8
2011-05-07,1,60,43,52,-3,44,48,13,0,1856,1856, ,0,M,0.0,  T,29.13,29.85,5.1,5,6.9
2011-05-08,1,68,39,54,-2,43,49,11,0,1857,1857, ,0,M,0.0,0.00,29.27,29.98,6.6,6,7.2
2011-05-09,1,73,47,60, 4,45,53,5,0,1858,1858,RA,0,M,0.0,  T,29.15,29.89,14.3,11,14.7
2011-05-10,1,90,62,76,20,61,66,0,11,1859,1859, ,0,M,0.0,0.00,29.0,29.72,6.2,14,8.6
2011-05-11,1,87,63,75,18,66,68,0,10,1860,1860,TS TSRA BR HZ,0,M,0.0,0.13,29.1,29.8,3.5,14,6.6
2011-05-12,1,86,58,72,15,63,66,0,7,1901,1901,TS TSRA BR,0,M,0.0,0.29,29.08,29.79,5.6,19,8.1
2011-05-13,1,77,47,62, 4,54,56,3,0,1902,1902,RA BR,0,M,0.0,0.02,29.0,29.73,10.1,3,11.0
2011-05-14,1,53,45,49,-9,47,48,16,0,1903,1903,RA BR,0,M,0.0,0.31,29.01,29.73,16.7,2,16.9
2011-05-15,1,46,41,44,-14,36,41,21,0,1904,1904,RA BR,0,M,0.0,0.31,29.15,29.86,21.4,2,21.4
2011-05-16,1,52,37,45,-14,30,40,20,0,1905,1905, ,0,M,0.0,0.00,29.28,30.01,13.5,2,13.9
2011-05-17,1,60,40,50,-9,33,43,15,0,1906,1906, ,0,M,0.0,0.00,29.21,29.96,12.2,3,12.7
2011-05-18,1,57,49,53,-7,48,49,12,0,1907,1907,RA DZ BR,0,M,0.0,0.07,29.16,29.89,6.2,2,7.1
2011-05-19,1,72,49,61, 1,53,56,4,0,1908,1908,BR HZ,0,M,0.0,0.00,29.29,30.0,3.6,2,5.8
2011-05-20,1,73,50,62, 1,54,57,3,0,1909,1909,BR,0,M,0.0,0.00,29.3,30.03,5.5,6,6.0
2011-05-21,1,75,50,63, 2,59,62,2,0,1910,1910,BR,0,M,0.0,0.01,29.13,29.87,7.0,15,8.1
2011-05-22,1,87,61,74,13,60,64,0,9,1911,1911,TSRA RA BR,0,M,  T,0.58,28.95,29.7,10.3,19,11.4
2011-05-23,1,79,60,70, 9,59,64,0,5,1912,1912, ,0,M,0.0,  T,28.92,29.62,10.0,25,11.3
2011-05-24,1,66,47,57,-5,47,51,8,0,1913,1913, ,0,M,0.0,0.11,29.15,29.86,12.0,4,12.4
2011-05-25,1,67,47,57,-5,52,53,8,0,1914,1914,TSRA RA BR,0,M,0.0,2.24,28.92,29.67,10.7,3,11.7
2011-05-26,1,49,43,46,-16,40,43,19,0,1915,1915,RA BR,0,M,0.0,1.06,29.15,29.84,17.7,2,17.8
2011-05-27,1,58,40,49,-13,41,46,16,0,1916,1916,RA,0,M,0.0,  T,29.21,29.93,7.3,5,8.7
2011-05-28,1,62,51,57,-6,55,55,8,0,1916,1916,RA BR,0,M,0.0,0.12,29.1,29.83,6.0,18,6.7
2011-05-29,1,70,52,61,-3,59,60,4,0,1917,1917,TS RA FG+ FG BR,0,M,0.0,1.88,29.16,29.86,3.6,11,5.7
2011-05-30,1,88,56,72, 8,65,69,0,7,1918,1918, ,0,M,0.0,0.00,29.26,29.97,12.4,20,12.8
2011-05-31,1,85,69,77,13,64,68,0,12,1919,1919,TS,0,M,0.0,0.08,29.34,30.04,12.4,22,13.2
2011-06-01,1,81,59,70, 6,49,59,0,5,1920,1920, ,0,M,0.0,0.00,29.44,30.17,10.7,27,10.5
2011-06-02,1,69,56,63,-1,44,53,2,0,1920,1920,RA,0,M,0.0,0.02,29.45,30.19,9.0,6,9.4
2011-06-03,1,87,55,71, 7,62,67,0,6,1921,1921, ,0,M,0.0,0.01,29.31,30.04,10.8,17,11.5
2011-06-04,1,92,64,78,14,64,68,0,13,1922,1922,TSRA,0,M,0.0,0.18,29.31,30.02,1.4,26,8.5
2011-06-05,1,85,60,73, 8,55,62,0,8,1923,1923, ,0,M,0.0,  T,29.36,30.08,3.1,7,5.4
2011-06-06,1,93,60,77,11,64,69,0,12,1923,1923, ,0,M,0.0,0.00,29.15,29.89,8.5,20,9.7
2011-06-07,1,96,75,86,20,65,72,0,21,1924,1924, ,0,M,0.0,0.00,29.11,29.82,10.3,23,10.6
2011-06-08,1,95,66,81,15,64,71,0,16,1925,1925,TSRA,0,M,0.0,0.17,29.13,29.81,11.6,24,13.4
2011-06-09,1,69,50,60,-6,52,55,5,0,1925,1925,TSRA RA BR,0,M,  T,0.93,29.28,30.0,8.0,4,12.5
2011-06-10,1,69,51,60,-7,56,57,5,0,1926,1926,RA BR HZ,0,M,0.0,0.52,29.21,29.94,6.4,3,8.0
2011-06-11,1,62,52,57,-10,54,55,8,0,1926,1926,RA DZ FG+ FG BR,0,M,0.0,0.03,29.24,29.95,4.7,5,5.7
2011-06-12,1,64,50,57,-11,45,52,8,0,1927,1927,BR,0,M,0.0,0.00,29.38,30.1,8.3,3,8.9
2011-06-13,1,72,54,63,-5,43,53,2,0,1927,1927, ,0,M,0.0,0.00,29.39,30.11,7.5,6,7.8
2011-06-14,1,77,53,65,-3,49,56,0,0,1928,1928, ,0,M,0.0,0.00,29.25,30.01,7.8,9,8.6
2011-06-15,1,71,57,64,-4,59,61,1,0,1928,1928,TSRA RA BR,0,M,0.0,0.80,29.0,29.73,9.2,15,11.2
2011-06-16,1,81,61,71, 2,59,63,0,6,1929,1929,RA BR,0,M,0.0,0.04,29.05,29.76,5.5,29,7.5
2011-06-17,1,82,60,71, 2,60,64,0,6,1929,1929, ,0,M,0.0,0.00,29.13,29.83,5.8,6,6.6
2011-06-18,1,84,61,73, 3,62,65,0,8,1929,1929, ,0,M,0.0,0.00,29.1,29.82,4.6,6,6.4
2011-06-19,1,81,63,72, 2,65,68,0,7,1930,1930, ,0,M,0.0,0.00,29.03,29.75,4.1,11,5.2
2011-06-20,1,79,65,72, 2,67,69,0,7,1930,1930,TSRA RA BR,0,M,0.0,0.18,29.01,29.72,6.2,16,8.1
2011-06-21,1,89,66,78, 8,70,72,0,13,1930,1930,RA BR SQ,0,M,0.0,0.45,28.92,29.64,11.5,18,12.1
2011-06-22,1,73,64,69,-1,63,65,0,4,1931,1931,RA,0,M,0.0,0.02,28.89,29.59,12.6,21,13.4
2011-06-23,1,71,62,67,-3,59,62,0,2,1931,1931,RA BR,0,M,0.0,0.01,28.9,29.6,11.4,26,12.7
2011-06-24,1,68,60,64,-7,56,59,1,0,1931,1931, ,0,M,0.0,0.00,29.08,29.76,9.4,29,9.6
2011-06-25,1,79,58,69,-2,53,60,0,4,1931,1931, ,0,M,0.0,0.00,29.21,29.92,2.5,10,4.6
2011-06-26,1,81,57,69,-2,53,60,0,4,1931,1931, ,0,M,0.0,0.00,29.23,29.94,5.8,9,6.9
2011-06-27,1,81,65,73, 2,63,67,0,8,1931,1931,RA HZ,0,M,0.0,0.03,29.08,29.8,6.9,21,10.8
2011-06-28,1,81,63,72, 1,54,61,0,7,1931,1931, ,0,M,0.0,0.00,29.28,29.98,9.1,30,9.6
2011-06-29,1,81,59,70,-1,56,62,0,5,1931,1931, ,0,M,0.0,0.00,29.35,30.06,3.7,8,5.4
2011-06-30,1,88,60,74, 2,62,67,0,9,1931,1931, ,0,M,0.0,  T,29.28,30.0,8.2,17,9.4
2011-07-01,1,89,72,81, 9,62,68,0,16,1931,1931, ,0,M,0.0,0.00,29.24,29.96,14.3,18,14.9
2011-07-02,1,94,71,83,11,70,74,0,18,1931,1931,BR,0,M,0.0,0.00,29.25,29.95,3.9,24,8.3
2011-07-03,1,84,69,77, 5,57,65,0,12,1931,1931, ,0,M,0.0,0.00,29.28,29.98,4.7,2,5.9
2011-07-04,1,89,65,77, 5,55,64,0,12,1930,1930, ,0,M,0.0,0.00,29.26,29.97,2.9,5,4.3
2011-07-05,1,91,68,80, 8,60,68,0,15,1930,1930, ,0,M,0.0,0.00,29.25,29.96,5.2,28,6.2
2011-07-06,1,86,70,78, 6,61,67,0,13,1930,1930, ,0,M,0.0,  T,29.27,29.97,5.7,4,7.5
2011-07-07,1,82,63,73, 1,53,62,0,8,1930,1930,RA,0,M,0.0,  T,29.22,29.95,5.1,7,6.2
2011-07-08,1,86,61,74, 1,51,62,0,9,1929,1929, ,0,M,0.0,0.00,29.17,29.88,5.1,6,6.0
2011-07-09,1,91,61,76, 3,58,66,0,11,1929,1929, ,0,M,0.0,0.00,29.21,29.92,5.2,19,5.9
2011-07-10,1,91,74,83,10,68,72,0,18,1929,1929,HZ,0,M,0.0,  T,29.18,29.89,9.3,19,9.7
2011-07-11,1,88,71,80, 7,71,74,0,15,1928,1928,HZ,0,M,0.0,0.39,29.12,29.82,5.5,25,8.5
2011-07-12,1,87,70,79, 6,63,69,0,14,1928,1928,RA,0,M,0.0,0.01,29.25,29.94,5.6,2,7.7
2011-07-13,1,74,63,69,-4,57,62,0,4,1927,1927, ,0,M,0.0,0.00,29.35,30.06,10.5,4,10.9
2011-07-14,1,82,59,71,-2,56,63,0,6,1927,1927, ,0,M,0.0,0.00,29.3,30.02,6.5,10,8.0
2011-07-15,1,87,70,79, 5,60,66,0,14,1926,1926, ,0,M,0.0,  T,29.27,29.98,5.4,9,6.7
2011-07-16,1,89,71,80, 6,61,68,0,15,1925,1925,RA,0,M,0.0,  T,29.32,30.02,3.4,19,4.3
2011-07-17,1,95,69,82, 8,69,74,0,17,1925,1925, ,0,M,0.0,0.00,29.35,30.06,6.2,22,6.4
2011-07-18,1,92,80,86,12,75,78,0,21,1924,1924,RA HZ,0,M,0.0,0.01,29.23,29.96,10.6,25,10.8
2011-07-19,1,93,78,86,12,72,76,0,21,1923,1923, ,0,M,0.0,0.00,29.17,29.89,4.5,7,6.2
2011-07-20,1,99,73,86,12,73,77,0,21,1923,1923,BR HZ,0,M,0.0,0.02,29.08,29.8,9.0,23,10.7
2011-07-21,1,99,75,87,13,70,76,0,22,1922,1922,TS,0,M,0.0,0.02,29.1,29.8,6.2,28,8.8
2011-07-22,1,88,70,79, 5,70,73,0,14,1921,1921,TS TSRA RA BR,0,M,0.0,1.55,29.18,29.88,1.7,9,9.0
2011-07-23,1,87,70,79, 5,70,73,0,14,1920,1920,TS TSRA RA BR,0,M,0.0,6.86,29.23,29.95,0.8,30,5.3
2011-07-24,1,87,72,80, 6,70,73,0,15,1919,1919,TS TSRA BR,0,M,0.0,0.18,29.26,29.97,1.5,23,6.4
2011-07-25,1,88,73,81, 7,66,71,0,16,1918,1918, ,0,M,0.0,0.00,29.2,29.91,3.4,32,6.5
2011-07-26,1,83,71,77, 3,63,68,0,12,1918,1918, ,0,M,0.0,0.00,29.18,29.88,6.3,5,8.5
2011-07-27,1,90,68,79, 5,66,70,0,14,1917,1917,TS TSRA,0,M,0.0,0.71,29.13,29.85,6.2,16,9.5
2011-07-28,1,87,73,80, 6,71,74,0,15,1916,1916,TSRA RA BR,0,M,0.0,0.70,29.2,29.89,3.2,23,6.8
2011-07-29,1,86,71,79, 5,67,71,0,14,1915,1915,BR,0,M,0.0,0.70,29.28,29.98,4.3,4,5.9
2011-07-30,1,91,67,79, 5,64,70,0,14,1914,1914, ,0,M,0.0,0.00,29.35,30.05,2.4,13,3.4
2011-07-31,1,90,68,79, 5,69,73,0,14,1913,1913, ,0,M,0.0,0.00,29.35,30.06,4.9,25,5.0
2011-08-01,1,91,74,83,10,72,75,0,18,1911,1911, ,0,M,0.0,0.00,29.28,29.99,4.2,27,4.9
2011-08-02,1,93,74,84,11,73,76,0,19,1910,1910, ,0,M,0.0,0.43,29.04,29.77,8.3,21,9.1
2011-08-03,1,86,72,79, 6,67,71,0,14,1909,1909, ,0,M,0.0,0.00,29.11,29.81,6.9,2,8.0
2011-08-04,1,84,69,77, 4,66,69,0,12,1908,1908, ,0,M,0.0,0.00,29.25,29.94,5.3,5,6.0
2011-08-05,1,83,69,76, 3,68,71,0,11,1907,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
2011-08-06,1,85,72,79, 6,70,72,0,14,1906,1906,RA BR,0,M,0.0,0.18,29.1,29.82,2.5,5,4.0
2011-08-07,1,86,68,77, 4,69,71,0,12,1904,1904,TSRA BR,0,M,0.0,0.75,29.03,29.75,4.6,27,6.4
2011-08-08,1,80,68,74, 1,67,69,0,9,1903,1903,RA BR,0,M,0.0,0.63,29.0,29.72,4.0,4,6.2
2011-08-09,1,80,64,72,-1,61,66,0,7,1902,1902,BR,0,M,0.0,0.00,28.97,29.67,10.8,28,11.1
2011-08-10,1,77,61,69,-4,54,61,0,4,1900,1900, ,0,M,0.0,0.00,29.14,29.84,7.3,31,8.7
2011-08-11,1,81,57,69,-4,54,61,0,4,1859,1859, ,0,M,0.0,0.00,29.25,29.95,2.0,24,3.0
2011-08-12,1,81,60,71,-2,59,64,0,6,1858,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
2011-08-13,1,83,62,73, 0,64,66,0,8,1856,1856,RA,0,M,0.0,0.75,29.15,29.86,3.6,27,6.7
2011-08-14,1,75,62,69,-3,60,63,0,4,1855,1855,RA,0,M,0.0,  T,29.24,29.95,10.4,36,11.7
2011-08-15,1,82,57,70,-2,55,62,0,5,1854,1854, ,0,M,0.0,0.00,29.28,29.98,2.4,2,4.9
2011-08-16,1,85,61,73, 1,58,64,0,8,1852,1852, ,0,M,0.0,0.00,29.32,30.03,2.9,18,3.9
2011-08-17,1,83,62,73, 1,63,67,0,8,1851,1851, ,0,M,0.0,0.00,29.31,30.02,5.6,22,6.0
2011-08-18,1,84,67,76, 4,60,66,0,11,1849,1849, ,0,M,0.0,0.00,29.23,29.96,2.3,4,5.2
